date,type,score
2022-09-15 11:13:50.802090,reaction_visual,0.22792410000693053
2022-09-15 11:14:20.294407,reaction_visual,0.22751440000138246
2022-09-15 11:14:28.045421,reaction_visual,0.2546723999985261
2022-09-15 11:14:32.830885,reaction_visual,0.24079969999729656
2022-09-15 11:14:36.633577,reaction_visual,0.24489099999482278
2022-09-15 11:14:41.138419,reaction_visual,0.21625649998895824
2022-09-15 11:14:45.378609,reaction_visual,0.22280289999616798
2022-09-15 11:14:51.206495,reaction_visual,0.2173882000060985
2022-09-15 11:14:56.174808,reaction_visual,0.2357207000022754
2022-09-15 11:15:01.294191,reaction_visual,0.22042919999512378
2022-09-15 11:15:06.761022,reaction_visual,0.2219891999993706
2022-09-15 11:15:11.555583,reaction_visual,0.21586369999567978
2022-09-15 11:15:15.477211,reaction_visual,0.42071869999927003
2022-09-15 11:15:20.434440,reaction_visual,0.2098779999942053
2022-09-15 11:15:25.419863,reaction_visual,0.24604359999648295
2022-09-15 11:15:30.286132,reaction_visual,0.22968560000299476
2022-09-15 11:15:35.841655,reaction_visual,0.2322353000054136
2022-09-15 11:15:39.752564,reaction_visual,0.22897050000028685
2022-09-15 11:15:45.102750,reaction_visual,0.2456157999986317
2022-09-15 11:15:49.495970,reaction_visual,0.12254090000351425
2022-09-15 11:15:53.728879,reaction_visual,0.23819749998801854
2022-09-15 11:15:58.092593,reaction_visual,0.1675548999919556
2022-09-15 11:16:03.432937,reaction_visual,0.22619529999792576
2022-09-15 11:16:08.654233,reaction_visual,0.22965619999740738
2022-09-15 11:16:12.562367,reaction_visual,0.221099399990635
2022-09-15 11:16:16.199129,reaction_visual,0.25591249999706633
2022-09-15 11:16:21.723484,reaction_visual,0.23328679999394808
2022-09-15 11:16:26.388256,reaction_visual,0.24722900000051595
2022-09-15 11:16:31.512008,reaction_visual,0.20395410001219716
2022-09-15 11:16:36.244080,reaction_visual,0.21945340000092983
2022-09-15 11:16:41.018426,reaction_visual,0.21102659999451134
2022-09-15 11:16:44.781670,reaction_visual,0.22416540000995155
2022-09-15 11:16:48.816196,reaction_visual,0.19015979999676347
2022-09-15 11:30:27.705745,reaction_visual,0.2245965000038268
2022-09-15 11:30:32.232361,reaction_visual,0.22693679999792948
2022-09-15 11:30:37.067911,reaction_visual,0.13040189999446739
2022-09-15 11:31:39.157900,reaction_and_decision,0.31833379999443423
2022-09-15 11:31:44.059198,reaction_and_decision,0.5272343999968143
2022-09-15 11:31:52.326872,reaction_and_decision,0.3274783000088064
2022-09-15 11:31:58.165472,reaction_and_decision,0.3829314000031445
2022-09-15 11:32:02.852952,reaction_and_decision,0.4365639000025112
2022-09-15 11:32:10.698464,reaction_and_decision,0.3152927000046475
2022-09-15 11:32:47.342831,reaction_and_decision,0.30934000000706874
2022-09-15 11:32:55.484203,reaction_and_decision,0.3670107999932952
2022-09-15 11:32:59.936482,reaction_and_decision,0.4867151000071317
2022-09-15 11:33:13.926911,reaction_and_decision,0.32657529998687096
2022-09-15 11:33:18.867233,reaction_and_decision,0.28321139999025036
2022-09-15 11:33:47.221834,reaction_and_decision,0.3887289999984205
2022-09-15 11:33:51.947237,reaction_and_decision,0.4796917000057874
2022-09-15 11:34:02.506647,reaction_and_decision,0.25465279999480117
2022-09-15 11:34:06.512283,reaction_and_decision,0.3109260000055656
2022-09-15 11:34:10.873355,reaction_and_decision,0.28849750000517815
2022-09-15 11:34:15.667943,reaction_and_decision,0.3329593999951612
2022-09-15 11:34:20.754247,reaction_and_decision,1.4359502000006614
2022-09-15 11:34:26.250189,reaction_and_decision,0.3989715000061551
2022-09-15 11:34:30.962550,reaction_and_decision,0.5104064000042854
2022-09-15 11:34:34.679267,reaction_and_decision,0.3107428999937838
2022-09-15 11:34:39.983750,reaction_and_decision,0.3151331000117352
2022-09-15 11:34:45.457777,reaction_and_decision,0.27311850000114646
2022-09-15 11:41:57.332641,reaction_and_decision,0.24060659999668133
2022-09-15 11:42:02.397697,reaction_and_decision,0.25557239999761805
2022-09-15 11:42:07.716416,reaction_and_decision,0.27387250000901986
2022-09-15 11:42:12.318985,reaction_and_decision,0.24340170000505168
2022-09-15 11:42:17.714424,reaction_and_decision,0.2389767000131542
2022-09-15 11:42:23.182669,reaction_and_decision,0.3406009000027552
2022-09-15 11:42:27.967395,reaction_and_decision,0.39214119999087416
2022-09-15 11:42:33.099870,reaction_and_decision,0.2581249999930151
2022-09-15 11:42:43.670624,reaction_and_decision,0.3271023999986937
2022-09-15 12:07:17.649217,reaction_and_decision,0.7818054999952437
2022-09-15 12:07:24.401383,reaction_and_decision,0.3750341999984812
2022-09-15 12:07:29.583138,reaction_and_decision,0.47300139999424573
2022-09-15 12:07:48.866995,reaction_and_decision,0.4233412000030512
2022-09-15 12:07:53.547991,reaction_and_decision,0.3708970000006957
2022-09-15 12:08:03.088808,reaction_and_decision,0.4116868999990402
2022-09-15 12:08:11.742401,reaction_and_decision,0.28153030000976287
2022-09-15 12:08:15.678579,reaction_and_decision,0.3343674000061583
2022-09-15 12:08:21.369418,reaction_and_decision,0.35786709999956656
2022-09-15 12:08:25.401509,reaction_and_decision,0.32421969999268185
2022-09-15 12:08:31.086884,reaction_and_decision,0.40873130000545643
2022-09-15 12:08:35.313136,reaction_and_decision,0.3345452999928966
2022-09-15 12:08:39.144293,reaction_and_decision,0.3327050999942003
2022-09-15 12:08:44.135540,reaction_and_decision,0.5069364000082714
2022-09-15 12:08:50.484557,reaction_and_decision,0.40662419999716803
2022-09-15 12:09:00.079395,reaction_and_decision,0.3347902000095928
2022-09-15 12:09:14.904893,reaction_and_decision,0.4258095000113826
2022-09-15 12:09:26.071299,reaction_and_decision,0.44264310000289697
2022-09-15 12:09:34.867974,reaction_and_decision,0.3720376999990549
2022-09-15 12:09:45.604324,reaction_and_decision,0.27561850000347476
2022-09-15 12:10:03.820249,reaction_visual,0.2248680000047898
2022-09-15 12:10:07.401642,reaction_visual,0.23163579999527428
2022-09-15 12:10:12.272140,reaction_visual,0.35261080000782385
2022-09-15 12:10:16.786230,reaction_visual,0.20122010000341106
2022-09-15 12:11:31.219255,reaction_visual,0.33675919999950565
2022-09-15 12:12:01.768234,reaction_visual,0.21755659999325871
2022-09-15 12:13:03.880549,reaction_visual,0.2284133000066504
2022-09-15 12:13:10.323809,reaction_visual,0.26889089999895077
2022-09-15 12:13:37.982190,reaction_visual,0.21263470000121742
2022-09-15 12:14:01.397708,reaction_visual,0.23104500000772532
2022-09-15 12:14:40.465498,reaction_visual,0.21332840000104625
2022-09-15 12:14:45.543873,reaction_visual,0.22006940000574104
2022-09-15 12:14:49.968130,reaction_visual,0.22972920000029262
2022-09-15 12:14:55.547977,reaction_visual,0.20729299999948125
2022-09-15 12:14:59.236717,reaction_visual,0.26288240001304075
2022-09-15 12:15:03.433819,reaction_visual,0.22747500000696164
2022-09-15 12:15:07.703504,reaction_visual,0.2304374000086682
2022-09-15 12:15:11.904838,reaction_visual,0.23187289999623317
2022-09-15 12:15:17.072683,reaction_visual,0.21565929999633227
2022-09-15 12:15:21.220803,reaction_visual,0.2288129999942612
2022-09-15 12:15:25.957263,reaction_visual,0.21719650000159163
2022-09-15 12:15:29.584248,reaction_visual,0.2583249000017531
2022-09-15 12:15:33.523282,reaction_visual,0.21573799999896437
2022-09-15 12:15:37.202082,reaction_visual,0.22889389999909326
2022-09-15 12:15:42.470250,reaction_visual,0.22983570001088083
2022-09-15 20:58:00.059472,reaction_visual,0.26154890000179876
2022-09-15 20:58:05.843855,reaction_visual,0.3317719000042416
2022-09-15 20:58:10.393995,reaction_visual,0.31173950000084005
2022-09-15 20:58:15.387723,reaction_visual,0.24940190000052098
2022-09-15 20:58:20.727431,reaction_visual,0.18371729999489617
2022-09-15 20:58:26.427241,reaction_visual,0.07763290000730194
2022-09-15 20:58:31.438449,reaction_visual,0.3342304999969201
2022-09-15 20:58:36.906982,reaction_visual,0.3463030999992043
2022-09-15 20:58:41.969146,reaction_visual,0.3201973999966867
2022-09-15 20:58:45.431692,reaction_visual,0.24666059999435674
2022-09-15 20:58:50.261665,reaction_visual,0.23814929999934975
2022-09-15 20:58:53.981584,reaction_visual,0.30433819998870604
2022-09-15 20:58:59.461170,reaction_visual,0.344438900006935
2022-09-15 20:59:04.711936,reaction_visual,0.3239146999985678
2022-09-15 20:59:09.029625,reaction_visual,0.2511380000069039
2022-09-15 20:59:14.585143,reaction_visual,0.31936160000623204
2022-09-15 20:59:18.747094,reaction_visual,0.25980990000243764
2022-09-15 20:59:23.113941,reaction_visual,0.30625249999866355
2022-09-15 20:59:28.001591,reaction_visual,0.23849770000379067
2022-09-15 21:01:41.573399,reaction_and_decision,0.307671799993841
2022-09-15 21:01:49.388399,reaction_and_decision,0.33143080001173075
2022-09-15 21:01:54.468732,reaction_and_decision,0.3732367000047816
2022-09-15 21:01:58.688696,reaction_and_decision,0.35521069999958854
2022-09-15 21:02:04.015184,reaction_and_decision,0.35915839999506716
2022-09-15 21:02:07.988113,reaction_and_decision,0.27835310000227764
2022-09-15 21:02:12.629472,reaction_and_decision,0.4480749999929685
2022-09-15 21:02:16.570055,reaction_and_decision,0.301269699994009
2022-09-15 21:02:24.628079,reaction_and_decision,0.38355469999078196
2022-09-15 21:02:34.193933,reaction_and_decision,0.4225990999984788
2022-09-15 21:02:40.092989,reaction_and_decision,0.7161955999908969
2022-09-15 21:02:45.448192,reaction_and_decision,0.36451109999325126
2022-09-15 21:02:49.343645,reaction_and_decision,0.3735721000120975
2022-09-15 21:02:53.213598,reaction_and_decision,0.3393355000007432
2022-09-15 21:02:56.933734,reaction_and_decision,0.422577099991031
2022-09-15 21:03:01.253716,reaction_and_decision,0.337569600000279
2022-09-15 22:29:35.103227,reaction_and_decision,0.390312699979404
2022-09-16 10:11:04.492594,reaction_and_decision,26.978784599981736
2022-09-16 10:12:32.576045,reaction_and_decision,2.0600838999962434
2022-09-16 10:25:31.435698,reaction_auditory,0.5353993999888189
2022-09-16 10:27:57.494333,reaction_auditory,0.34159729999373667
2022-09-16 10:29:00.794484,reaction_auditory,0.6525527999910992
2022-09-16 10:29:35.669524,reaction_auditory,0.31250589998671785
2022-09-16 10:29:43.105725,reaction_auditory,0.4343918999948073
2022-09-16 10:30:12.787413,reaction_auditory,0.3829678999900352
2022-09-16 10:30:17.981342,reaction_auditory,0.28228819998912513
2022-09-16 10:30:50.595095,reaction_auditory,0.3655805999878794
2022-09-16 10:31:42.542689,reaction_auditory,0.3258625000016764
2022-09-16 10:31:47.792747,reaction_auditory,0.3249368999968283
2022-09-16 10:31:52.813640,reaction_auditory,0.2781910999910906
2022-09-16 10:31:59.171538,reaction_auditory,0.2690647999988869
2022-09-16 10:32:05.281102,reaction_auditory,0.3611139999993611
2022-09-16 10:32:11.752466,reaction_auditory,0.3693316999997478
2022-09-16 10:32:16.515441,reaction_auditory,0.3599202999903355
2022-09-16 10:32:21.123248,reaction_auditory,0.3803996000206098
2022-09-16 10:32:25.587200,reaction_auditory,0.4293152999889571
2022-09-16 10:32:30.119461,reaction_auditory,0.3379175000009127
2022-09-16 10:32:35.126294,reaction_auditory,0.027241100004175678
2022-09-16 10:32:40.263042,reaction_auditory,0.37792670002090745
2022-09-16 10:32:45.522192,reaction_auditory,0.03172860000631772
2022-09-16 10:32:51.062945,reaction_auditory,0.38593479999690317
2022-09-16 10:32:57.461493,reaction_auditory,0.4220252000086475
2022-09-16 10:33:02.276727,reaction_auditory,0.37835560002713464
2022-09-16 10:33:07.768306,reaction_auditory,0.2789139999949839
2022-09-16 11:46:55.676332,reaction_auditory,0.41234440001426265
2022-09-28 19:12:14.557260,reaction_auditory,0.39655819998006336
2022-09-28 19:19:13.877938,reaction_auditory,0.32558780000545084